1	29 21 15 3 1 16 17 23 9 24 25 5 6 30 31 22 7 26 2 27 10 11 28 25 12 9 8 18 15 16 19 20 17 18 15 10 13 14 9 16 17 10 18 15 32 33 16 17 26 34 31 4 18 15 16 32
1	29 23 3 41 1 24 27 9 35 28 25 21 42 39 43 36 37 44 40 38 5 6 26 27 30 31 28 25 22 26 2 23 24 27 32 29 28 30 31 15 16 19 20 17 10 13 14 9 10 18 15 16 4 32
1	29 21 1 9 45 46 27 28 23 24 27 28 25 30 31 22 2 10 13 15 14 9 16 17 10 13 14 9 10 32 33 18 15 34 31 16 17 26 18 32
1	29 41 21 25 1 17 26 27 28 9 35 27 42 28 47 25 43 36 37 48 44 26 27 28 30 31 22 7 2 38 5 8 6 10 13 14 9 18 15 10 16 17 18 32
1	29 51 27 21 41 17 1 28 23 24 27 22 49 52 9 35 28 25 42 50 21 43 36 37 44 26 27 28 25 22 7 30 31 2 32 33 38 5 34 31 8 6 26 27 28 25 18 15 16 17 10 18 15 16 17 26 18 32
1	29 51 17 1 23 52 9 24 27 21 28 25 43 44 5 6 26 23 24 27 10 13 28 25 14 9 30 31 22 7 2 26 27 8 18 15 28 25 16 17 10 18 15 16 17 18 15 16 17 26 18 32
1	29 21 3 1 17 9 45 25 46 30 31 22 2 10 13 14 9 26 27 18 15 28 25 16 17 10 18 15 4 26 16 17 18 32
1	29 15 16 23 17 21 41 1 3 9 24 25 45 42 4 47 43 46 53 48 44 5 6 30 31 22 54 7 2 8 10 26 27 18 28 23 24 32
1	29 51 23 41 17 1 52 9 35 21 47 24 42 43 36 48 3 44 22 30 31 10 13 2 14 9 10 13 14 9 10 13 18 15 14 9 10 16 17 4 18 32
1	29 21 27 3 41 1 17 28 27 9 28 4 47 42 39 43 48 44 40 5 6 22 49 30 31 2 7 8 10 13 18 15 14 9 16 17 18 15 10 13 16 17 14 9 18 15 16 17 10 18 15 16 17 50 55 18 15 56 16 32
1	19 29 21 20 15 1 16 17 9 45 35 47 36 48 46 59 30 31 22 60 2 10 13 14 9 10 57 58 18 32
