4	1 5 7 9 11 15 12 2 10 13 14 3 4 6 8 11 12 16
5	3 4 11 12 1 25 29 31 32 21 22 30 15 16 11 12 33 29 34 15 16 19 26 30 31 32 17 18 27 28 11 20 2 25 26 12 23 24 5 6 13 14
2	23 24 5 6 13 14 1 37 38 11 12 2 27 13 14 35 23 24 28 39 40 11 12 37 29 30 36 38 5 6
3	37 17 18 38 45 27 29 31 41 28 39 40 30 32 25 26 49 11 33 34 35 36 5 6 15 47 25 26 50 16 42 27 28 39 40 12 31 32 43 44 46 48 25 26 49 50
1	43 44 25 26 49 50 75 13 33 51 52 53 54 57 58 61 62 65 66 69 70 35 36 3 4 5 39 40 76 81 82 14 34 43 55 45 63 67 71 21 1 2 49 50 77 78 83 84 29 31 3 4 6 7 8 9 10 79 85 30 32 1 27 28 73 49 50 11 15 44 56 46 64 68 72 22 2 25 74 39 40 80 86 12 16 51 52 53 54 17 18 59 60 61 62 65 66 69 47 3 4 26 7 8 75 76 81 82 13 14 33 34 23 24 5 77 78 83 84 11 12 15 16 70 48 1 6 29 31 21 25 26 32 22 2 27 28 30 15 16 23 24 11 12 33 34
5	1 29 15 16 51 52 53 54 87 88 61 62 65 66 19 75 76 81 82 31 41 42 55 56 89 90 63 64 67 68 77 78 83 84 30 32 51 53 87 61 65 2 39 75 81 82 11 52 54 57 58 88 62 66 20 23 24 40 76 83 12 49 77 78 84 13 14 50
4	7 9 8 10
4	49 23 24 50
9	91 61 65 19 39 83 84 41 57 77 85 78 42 92 58 62 66 75 86 11 12 43 55 45 46 63 67 20 35 76 81 82 13 17 18 71 72 36 40 79 85 45 69 47 37 49 44 64 68 80 86 14 51 52 56 46 59 60 65 66 70 50 75 76 43 44 17 18 67 68 48 38 77 78
6	43 44 91 17 18 93 67 68 71 39 77 78 51 45 46 94 35 5 6 75 57 87 25 76 85 52 58 88 36 23 24 26 79 80 11 12 43 17 93 5 6 77 13 14 31 32 44 37 40 86 11 15 16 41 92 18 49 78 81 31 32 42 57 58 50 79 80 82 12 43 44 94 72 38
7	43 44 17 75 85 29 51 52 89 5 76 43 44 90 6 77 41 18 87 88 25 26 91 45 93 94 27 28 46 87 88 25 26 78 30 42 92 89 90 23 24 5 6 86
8	57 89 90 23 24 5 6 75 13 43 44 58 87 88 1 2 25 26 81 31 51 52 17 18 93 94 71 72 21 22 3 4 5 6 49 50 76 82 14 32 41 45 46 59 63 19 25 39 40 77 78 83 84 29 30 17 60 67 20 26 49 79 80 11 18 89 90 71 5 6 75 76 42 45 46 59 60 64 68 72 37 38 50 79 80 12
9	45 46 59 60 37 38 79 80 43 44 17 18 89 61 65 19 5 39 75 76 29 41 55 56 57 77 83 91 40 78 84 30 49 50 79 80 85 11 90 39 75 12 42 92 58 59 60 62 66 86 13 55 56 17 20 35 76 81 82 53 54 71 72 36 6 55 56 69 37 40 14 53 54 49 11 50 12 70 39 40 18 38
4	45 46
4	57 3 4 58 23 24 25 26 45 46 31 32
12	45 46 21 1 27 31 32 57 22 2 15 47 23 24 28 39 40 16 48 3 4 25 26 49 13 33 58 69 35 5 6 50 34 45 46 27 28 9 14 15 57 58 37 38 10 11 12 45 36 27 46 70 28 16
10	47 57 58 5 31 45 6 32 25 26 11 15 16 48 5 12 33 35 13 14 34 46 11 15 57 58 45 46 3 4 36 6 12 16
11	87 61 1 53 62 2 25 9 10 81 29 30 31 41 45 46 63 3 49 77 82 11 32 54 57 26 78 83 42 55 88 64 5 75 84 12 43 58 93 94 61 4 85 86 29 30 56 45 87 62 23 24 6 76 81 11 53 46 63 64 3 79 82 44 57 58 61 4 80 85 86 12 54 45 46 88 23 24 77 78 17 18 62 50 79 80
8	55 17 18 93 79 80 45 46 39 77 78 94 40 79 80 85 86 56 81 82
12	53 54 27 89 28 3 25 39 40 13 33 35 4 26 49 50 69 5 6 9 14 34 25 26 11 15 5 90 6 10 12 59 60 70 37 49 16 36 38 31 50 32
4	23 24 3 4
12	3 4 49 23 24 25 26 29 30 1 27 11 31 32 2 15 16 23 24 28 12 33 69 35 25 26 50 13 34 37 38 9 14 15 5 10 11 12 70 36 6 16
14	59 47 37 31 53 57 81 48 38 32 21 22 5 6 82 11 15 47 37 85 86 54 60 83 16 58 93 48 75 33 17 35 76 84 34 79 80 85 86 12 15 18 94 36 38 16
13	51 75 81 29 57 58 87 47 25 39 40 76 30 31 32 55 45 46 88 19 20 26 49 79 80 82 11 15 93 94 71 48 27 28 75 76 85 86 12 16 87 35 37 77 78 81 82 13 33 34 38 50 79 85 14 15 88 3 4 5 80 86 29 30 16 52 56 93 94 72 36 23 24 6 83 84 11 12
1	93 94 23 24 77 83 84 11 12 31 43 44 91 92 87 88 69 70 47 48 37 38 85 86 13 14 41 21 5 6 9 10 78 81 82 29 30 32 45 22 25 26 39 11 12 15 16 27 28 40 29 30 33 25 49 50 11 12 34 46 26 29 15 16 42 17 18 30 31 32
12	17 18 27 31 32 45 46 28 11 15 16 17 3 4 25 12 33 18 69 35 49 50 13 34 45 9 14 15 46 26 11 17 5 6 10 12 18 37 49 70 36 16 31 32 38 50
4	9 7 8 10
12	23 24 3 4
12	3 4 1 25 26 31 21 27 32 22 2 39 15 47 23 24 28 40 16 48 25 26 13 33 5 34 14 6 87 88
16	17 87 88 37 91 18 59 38 83 45 46 60 71 27 17 89 90 75 84 59 60 28 76 81 92 93 37 79 31 55 56 32 53 82 11 54 18 80 85 86 45 46 94 72 38 83 84 12
15	55 45 46 39 75 83 84 51 57 89 90 19 5 6 76 85 29 52 56 25 40 77 86 43 53 49 50 78 81 82 30 54 39 75 76 85 11 55 56 58 79 86 44 53 45 46 80 81 82 54 57 75 85 86 12 58 40 83 84 13 14 45 46 20 26 76 11 12
1	45 46 49 11 12 17 21 37 38 50 77 13 14 31 32 18 25 26 39 11 12 15 22 27 28 78 29 16 47 5 6 33 34 48 23 24 25 26 40 30
12	23 24 25 26 15 21 22 1 27 49 50 11 47 2 28 39 12 16 48 3 4 25 40 13 33 35 26 34 69 27 28 14 15 17 18 37 29 30 11 12 70 36 38 16 31 32
12	31 32 23 7 8 73 74 7 24 8
4	1 2 23 24 1 2 23 24 1 2 23 24
17	23 24 3 4 25 26 29 27 39 31 40 30 32 19 49 50 17 20 28 39 18 25 26 40
14	59 25 26 53 45 46 65 5 6 49 41 42 57 37 81 31 32 43 21 15 22 75 76 82 54 60 47 38 79 80 85 86 16 93 48 27 75 83 33 44 58 28 34 51 52 45 46 37 38 76 84 66 5 6 79 80 94 50
18	67 37 77 89 68 38 39 40 41 57 58 65 5 6 49 85 86 45 46 90 66 47 37 38 83 29 17 18 93 94 67 68 5 78 84 30 31 32 57 87 88 65 75 76 85 11 15 58 93 23 24 79 45 46 86 16 17 18 48 6 81 33 34 45 94 66 35 50 80 12 15 42 46 59 60 69 39 75 82 13 14 70 36 40 76 11 12 16
1	43 17 93 85 11 12 71 47 48 49 79 29 30 31 44 94 21 50 80 86 11 12 41 87 88 27 28 39 77 78 81 29 32 18 22 25 26 79 30 15 16 42 72 27 28 40 80 82 11 12
17	47 27 28 11 12 33 69 70 48 5 49 75 76 13 14 71 35 6 29 34 25 26 15 36 27 50 16 72 39 31 19 40 30 32 49 50 11 15 20 39 28 40 16 25 26 12 33 34
4	25 26 33 34 13 14
4	23 24 3 4
9	37 29 21 22 30 47 11 48 33 38 34 5 9 10 15 17 18 49 12 6 50 16
20	45 13 46 37 39 40 14 31 17 61 38 49 83 11 12 32 18 93 65 25 26 50 84 29 15 45 19 27 39 85 30 46 20 28 40 11 12 16 94 66 71 5 49 75 86 13 14 31 32 51 52 87 88 62 6 50 76 81 11 12 89 90 63 64 37 38 39 79 80 82 13 14 72 5 40 77 85 86 11 69 70 6 78 83 84 12
21	69 70 49 83 84 25 50 75 85 86 29 51 57 65 3 39 76 81 82 30 52 58 66 4 40 79 80 85 86 11 12 43 17 67 1 49 77 78 83 84 13 14 44 18 68 2 79 80 85 86 11 12 57 23 24 50 75 76 81 82 29 30 58 3 4 26 39 40 79 80 85 86 11 12
19	3 4 39 40 79 80 85 86 11 12 55 56 17 18 93 1 5 6 9 77 78 81 13 14 53 57 58 94 25 10 79 80 11 43 45 46 87 49 77 82 44 57 88 83 41 54 58 93 26 78 42 91 2 27 28 50 79 80 12 3 5 39 40 75 84 29 30 31 21 22 4 6 76 85 11 32 47 48 37 38 79 86 12 15 21 27 28 29 92 94 22 80 30 16
9	37 47 77 78 11 33 48 35 38 9 34 5 6 15 37 10 36 16 31 38 12 32
4	5 13 14 6 25 26 23 24 3 4 23 24 3 4
4	23 24
17	23 24 25 26 29 27 30 31 19 20 21 22 32 28
10	47 15 48 25 26 39 40 21 5 49 22 16 47 6 33 48 37 38 50 5 9 34 10 49 81 82 6 50 85 86 81 82
22	17 25 9 81 82 87 88 23 24 85 86 29 41 42 93 83 30 31 43 91 47 26 44 94 5 75 84 32 51 18 87 6 10 85 86 15 45 25 49 76 81 16 92 46 48 26 79 33 52 53 5 6 34 54 88 50 80 82 15 16
1	43 37 15 16 55 56 39 40 77 83 31 91 67 47 48 38 49 50 78 84 29 30 92 21 3 4 27 28 39 79 80 85 86 13 14 44 55 56 45 63 64 68 22 23 24 25 40 75 81 29 30 32 51 52 53 54 46 61 62 65 66 47 1 26 76 82 48 2 37 38 77 78 83 84
17	37 38 77 78 83 84 35 3 5 6 36 4 25 26 29 15 16 47 27 31 19 48 30 32 20 21 22 11 15 28 12 16 13 14 33 34
4	13 14 33 34 9 61 62 7 10 3 4 8
4	3 4 23 24
12	29 21 1 27 30 31 32 11 15 22 2 28 39 16 47 3 4 25 26 40 12 33 69 48 5 6 13 34 35 25 14 15 26 11 12 70 36 37 38 16 27 28
10	47 27 28 31 48 37 38 21 22 5 32 47 11 15 16 48 33 34 23 24 6 12
22	53 23 24 17 87 25 29 41 54 88 77 78 85 86 31 55 56 93 47 79 80 83 30 42 91 94 75 11 32 43 87 84 15 44 26 76 85 86 12 51 48 5 39 79 13 14 16 52 92 18 88 35 40 11 12 33 93 49 50 80 29 30 34 94 36 6 9 10 11 12 15 16
19	9 10 77 11 12 15 16 87 47 25 49 78 29 30 31 32 41 45 48 79 85 86 11 15 88 35 26 83 42 46 93 36 5 50 80 16 43 91 17 47 39 75 12 31 48 40 76 84 29 30 32 21 22 6 49 79 85 11 15 16 44 47 48 37 38 50 80 86 12 33 34 51 52 94 25 26 39 40 75 76 29 30 31 92 18 87 88 32
12	87 88 27 49 77 11 57 58 28 50 78 15 45 47 23 24 25 39 40 12 16 48 13 33 34 69 35 14 15 11 46 26 17 18 36 5 12 70 6 16 37 38 31 32
4	37 38 31 32 3 4
25	25 29 31 21 30 32 22 11 15 16 12 33 34 26 29 15 19 27 16 17 30 31 32 20 11 12 15 16 18 28 33 34
23	59 65 71 13 33 34 41 57 3 25 77 78 14 42 58 60 66 4 79 80 11 12 43 44 17 18 89 90 67 68 72 23 24 26 75 29 51 57 58 93 19 1 27 39 76 30 45 46 94 20 2 28 40 79 80 11 12 52 17 18 59 60 23 25 26 81 82 13 45 46 24 83 84 14
24	45 46 93 5 83 84 94 6 85 11 12 59 37 39 79 29 30 31 32 60 38 40 80 86 11 12 15 16 5 6 75 76 81 82 33 34
25	5 6 75 76 81 82 13 33 34 27 28 15 69 5 14 11 35 36 23 24 6 47 37 38 16 5 6 12 70 48 25 26
